DATE,Open,High,Low,Close,Volume
04/25/1996,3.9000000953674316,3.9000000953674316,3.609999895095825,3.684999942779541,3333000
04/26/1996,3.684999942779541,3.7950000762939453,3.625,3.700000047683716,2039000
04/29/1996,3.700000047683716,3.734999895095825,3.640000104904175,3.684999942779541,1350000
04/30/1996,3.684999942779541,3.700000047683716,3.505000114440918,3.5450000762939453,2701000
05/01/1996,3.5450000762939453,3.7750000953674316,3.609999895095825,3.625,1662000
05/02/1996,3.680000066757202,3.680000066757202,3.5450000762939453,3.565000057220459,1170000
05/03/1996,3.565000057220459,3.569999933242798,3.490000009536743,3.5,1779000
05/06/1996,3.5,3.5,3.3499999046325684,3.380000114440918,1360000
05/07/1996,3.380000114440918,3.440000057220459,3.3499999046325684,3.4149999618530273,1821000
05/08/1996,3.200000047683716,3.5,3.200000047683716,3.484999895095825,1617000
05/09/1996,3.484999895095825,3.494999885559082,3.380000114440918,3.4049999713897705,1115000
05/10/1996,3.4049999713897705,3.3949999809265137,3.240000009536743,3.384999990463257,1371000
05/13/1996,3.384999990463257,3.424999952316284,3.3499999046325684,3.4200000762939453,712000
05/14/1996,3.484999895095825,3.484999895095825,3.375,3.424999952316284,1192000
05/15/1996,3.424999952316284,3.5,3.4000000953674316,3.4800000190734863,1608000
05/16/1996,3.4800000190734863,3.6700000762939453,3.515000104904175,3.575000047683716,2671000
05/17/1996,3.549999952316284,3.549999952316284,3.4749999046325684,3.5299999713897705,1385000
05/20/1996,3.4749999046325684,3.4800000190734863,3.4000000953674316,3.4049999713897705,933000
05/21/1996,3.4000000953674316,3.4000000953674316,3.325000047683716,3.3350000381469727,1644000
05/22/1996,3.3350000381469727,3.4200000762939453,3.369999885559082,3.375,645000
05/23/1996,3.4000000953674316,3.4000000953674316,3.3350000381469727,3.3499999046325684,361000
05/24/1996,3.3499999046325684,3.4000000953674316,3.3499999046325684,3.384999990463257,473000
05/27/1996,3.384999990463257,3.384999990463257,3.325000047683716,3.3399999141693115,1362000
05/28/1996,3.3399999141693115,3.4000000953674316,3.299999952316284,3.390000104904175,1390000
05/29/1996,3.390000104904175,3.450000047683716,3.3949999809265137,3.444999933242798,1314000
05/30/1996,3.5,3.5,3.375,3.4100000858306885,804000
05/31/1996,3.4100000858306885,3.430000066757202,3.369999885559082,3.4149999618530273,486000
06/03/1996,3.4149999618530273,3.5,3.4149999618530273,3.450000047683716,766000
06/04/1996,3.450000047683716,3.4749999046325684,3.375,3.4000000953674316,1698000
06/05/1996,3.4000000953674316,3.450000047683716,3.390000104904175,3.4049999713897705,437000
06/06/1996,3.444999933242798,3.4600000381469727,3.4049999713897705,3.434999942779541,622000
06/07/1996,3.4200000762939453,3.444999933242798,3.4049999713897705,3.434999942779541,405000
06/10/1996,3.4649999141693115,3.4649999141693115,3.424999952316284,3.440000057220459,860000
06/11/1996,3.4700000286102295,3.4700000286102295,3.4000000953674316,3.430000066757202,1054000
06/12/1996,3.450000047683716,3.5450000762939453,3.440000057220459,3.509999990463257,1657000
06/13/1996,3.509999990463257,3.880000114440918,3.5,3.875,7320000
06/14/1996,3.924999952316284,4.170000076293945,3.924999952316284,4.045000076293945,9036000
06/17/1996,4.050000190734863,4.130000114440918,3.8499999046325684,3.869999885559082,6812000
06/18/1996,3.8499999046325684,3.9000000953674316,3.75,3.8299999237060547,4708000
06/19/1996,3.934999942779541,3.950000047683716,3.7750000953674316,3.799999952316284,3422000
06/20/1996,3.75,3.799999952316284,3.700000047683716,3.765000104904175,2981000
06/21/1996,3.700000047683716,3.765000104904175,3.6549999713897705,3.680000066757202,2364000
06/24/1996,3.7100000381469727,3.7100000381469727,3.5999999046325684,3.6600000858306885,1931000
06/25/1996,3.674999952316284,3.680000066757202,3.609999895095825,3.640000104904175,4000000
06/26/1996,3.8499999046325684,4.025000095367432,3.8499999046325684,3.9149999618530273,14061000
06/27/1996,3.9100000858306885,3.944999933242798,3.805000066757202,3.930000066757202,7982000
06/28/1996,3.9600000381469727,4.050000190734863,3.9100000858306885,3.990000009536743,14959000
07/01/1996,4.010000228881836,4.025000095367432,3.875,3.9049999713897705,11334000
07/02/1996,3.924999952316284,3.9800000190734863,3.875,3.8949999809265137,6039000
07/03/1996,3.875,3.9000000953674316,3.8299999237060547,3.8550000190734863,7855000
07/04/1996,3.8299999237060547,3.9100000858306885,3.7750000953674316,3.859999895095825,9477000
07/05/1996,3.8550000190734863,3.9100000858306885,3.8499999046325684,3.8550000190734863,3069000
07/08/1996,3.930000066757202,3.930000066757202,3.8550000190734863,3.875,1927000
07/09/1996,3.875,3.880000114440918,3.819999933242798,3.8350000381469727,3414000
07/10/1996,3.809999942779541,3.8499999046325684,3.7750000953674316,3.8299999237060547,3917000
07/11/1996,3.825000047683716,3.865000009536743,3.825000047683716,3.8299999237060547,1296000
07/12/1996,3.815000057220459,3.8399999141693115,3.7799999713897705,3.819999933242798,1200000
07/15/1996,3.809999942779541,3.8450000286102295,3.7750000953674316,3.8299999237060547,2558000
07/16/1996,3.825000047683716,3.875,3.7699999809265137,3.805000066757202,3377000
07/17/1996,3.7950000762939453,3.799999952316284,3.619999885559082,3.7699999809265137,5582000
07/18/1996,3.75,3.7950000762939453,3.7049999237060547,3.740000009536743,2085000
07/19/1996,3.75,3.7750000953674316,3.700000047683716,3.759999990463257,2348000
07/22/1996,3.825000047683716,3.825000047683716,3.7100000381469727,3.75,863000
07/23/1996,3.755000114440918,3.755000114440918,3.6549999713897705,3.680000066757202,3695000
07/24/1996,3.6600000858306885,3.6600000858306885,3.4749999046325684,3.619999885559082,6060000
07/25/1996,3.5999999046325684,3.6500000953674316,3.5799999237060547,3.609999895095825,2542000
07/26/1996,3.5799999237060547,3.6700000762939453,3.565000057220459,3.630000114440918,6639000
07/29/1996,3.6500000953674316,3.8450000286102295,3.615000009536743,3.619999885559082,4140000
07/30/1996,3.5999999046325684,3.5999999046325684,3.2899999618530273,3.5350000858306885,12399000
07/31/1996,3.4600000381469727,3.549999952316284,3.3550000190734863,3.5199999809265137,2970000
08/01/1996,3.549999952316284,3.569999933242798,3.5,3.549999952316284,1097000
08/02/1996,3.625,3.625,3.509999990463257,3.5850000381469727,822000
08/05/1996,3.549999952316284,3.700000047683716,3.549999952316284,3.615000009536743,1454000
08/06/1996,3.6050000190734863,3.799999952316284,3.6050000190734863,3.7750000953674316,2350000
08/07/1996,3.700000047683716,3.744999885559082,3.6500000953674316,3.684999942779541,681000
08/08/1996,3.700000047683716,3.7149999141693115,3.6500000953674316,3.6649999618530273,371000
08/09/1996,3.634999990463257,3.674999952316284,3.619999885559082,3.634999990463257,328000
08/12/1996,3.6549999713897705,3.6549999713897705,3.5999999046325684,3.615000009536743,830000
08/13/1996,3.5999999046325684,3.625,3.575000047683716,3.6050000190734863,839000
08/14/1996,3.609999895095825,3.615000009536743,3.549999952316284,3.559999942779541,655000
08/15/1996,3.559999942779541,3.559999942779541,3.559999942779541,3.559999942779541,0
08/16/1996,3.549999952316284,3.575000047683716,3.5299999713897705,3.5350000858306885,302000
08/19/1996,3.6500000953674316,3.6500000953674316,3.440000057220459,3.5,610000
08/20/1996,3.4700000286102295,3.5299999713897705,3.325000047683716,3.3499999046325684,1982000
08/21/1996,3.450000047683716,3.5999999046325684,3.450000047683716,3.509999990463257,785000
08/22/1996,3.549999952316284,3.5999999046325684,3.4800000190734863,3.494999885559082,488000
08/23/1996,3.4800000190734863,3.515000104904175,3.4800000190734863,3.5,862000
08/26/1996,3.509999990463257,3.549999952316284,3.494999885559082,3.5399999618530273,1025000
08/27/1996,3.5199999809265137,3.625,3.515000104904175,3.5999999046325684,905000
08/28/1996,3.5799999237060547,3.640000104904175,3.5799999237060547,3.630000114440918,799000
08/29/1996,3.5999999046325684,3.694999933242798,3.5950000286102295,3.6549999713897705,972000
08/30/1996,3.6050000190734863,3.694999933242798,3.6050000190734863,3.684999942779541,557000
09/02/1996,3.700000047683716,3.7149999141693115,3.6549999713897705,3.7049999237060547,453000
09/03/1996,3.7950000762939453,3.7950000762939453,3.5899999141693115,3.640000104904175,1064000
09/04/1996,3.5999999046325684,3.6600000858306885,3.5999999046325684,3.6549999713897705,746000
09/05/1996,3.674999952316284,3.740000009536743,3.6649999618530273,3.700000047683716,1373000
09/06/1996,3.690000057220459,3.7249999046325684,3.6649999618530273,3.7049999237060547,570000
09/09/1996,3.7200000286102295,3.7200000286102295,3.680000066757202,3.700000047683716,1236000
09/10/1996,3.684999942779541,3.7249999046325684,3.6700000762939453,3.7200000286102295,1502000
09/11/1996,3.740000009536743,3.740000009536743,3.690000057220459,3.7249999046325684,1163000
09/12/1996,3.700000047683716,3.7249999046325684,3.674999952316284,3.7149999141693115,671000
09/13/1996,3.694999933242798,3.740000009536743,3.694999933242798,3.7249999046325684,308000
09/16/1996,3.6649999618530273,3.740000009536743,3.6649999618530273,3.7149999141693115,641000
09/17/1996,3.7200000286102295,3.799999952316284,3.700000047683716,3.765000104904175,647000
09/18/1996,3.7249999046325684,3.744999885559082,3.700000047683716,3.7200000286102295,413000
09/19/1996,3.7249999046325684,3.75,3.674999952316284,3.684999942779541,264000
09/20/1996,3.674999952316284,3.700000047683716,3.634999990463257,3.6549999713897705,282000
09/23/1996,3.640000104904175,3.6600000858306885,3.575000047683716,3.640000104904175,594000
09/24/1996,3.609999895095825,3.6600000858306885,3.6050000190734863,3.625,605000
09/25/1996,3.559999942779541,3.690000057220459,3.559999942779541,3.630000114440918,230000
09/26/1996,3.609999895095825,3.625,3.5950000286102295,3.615000009536743,322000
09/27/1996,3.6050000190734863,3.6500000953674316,3.5399999618530273,3.6050000190734863,905000
09/30/1996,3.509999990463257,3.6050000190734863,3.509999990463257,3.5799999237060547,414000
10/01/1996,3.5799999237060547,3.690000057220459,3.5199999809265137,3.630000114440918,1144000
10/02/1996,3.630000114440918,3.630000114440918,3.630000114440918,3.630000114440918,0
10/03/1996,3.684999942779541,3.684999942779541,3.549999952316284,3.555000066757202,660000
10/04/1996,3.509999990463257,3.625,3.509999990463257,3.5799999237060547,807000
10/07/1996,3.5199999809265137,3.549999952316284,3.3499999046325684,3.450000047683716,1285000
10/08/1996,3.305000066757202,3.4749999046325684,3.305000066757202,3.4049999713897705,785000
10/09/1996,3.569999933242798,3.569999933242798,3.365000009536743,3.4549999237060547,664000
10/10/1996,3.484999895095825,3.5250000953674316,3.450000047683716,3.505000114440918,397000
10/11/1996,3.5450000762939453,3.5999999046325684,3.4800000190734863,3.5,210000
10/14/1996,3.5,3.5,3.430000066757202,3.444999933242798,249000
10/15/1996,3.4200000762939453,3.5850000381469727,3.4000000953674316,3.5299999713897705,603000
10/16/1996,3.4000000953674316,3.5899999141693115,3.4000000953674316,3.5,300000
10/17/1996,3.4749999046325684,3.5250000953674316,3.4700000286102295,3.515000104904175,303000
10/18/1996,3.5250000953674316,3.5850000381469727,3.5,3.549999952316284,1006000
10/21/1996,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,0
10/22/1996,3.744999885559082,3.7950000762939453,3.6500000953674316,3.740000009536743,859000
10/23/1996,3.890000104904175,4.0,3.809999942779541,3.924999952316284,1084000
10/24/1996,3.9000000953674316,3.940000057220459,3.6649999618530273,3.700000047683716,821000
10/25/1996,3.680000066757202,3.7699999809265137,3.6649999618530273,3.759999990463257,297000
10/28/1996,3.759999990463257,3.825000047683716,3.75,3.805000066757202,613000
10/29/1996,3.7699999809265137,3.869999885559082,3.7699999809265137,3.8299999237060547,778000
10/30/1996,3.8299999237060547,3.8299999237060547,3.8299999237060547,3.8299999237060547,0
10/31/1996,3.825000047683716,3.9000000953674316,3.684999942779541,3.7699999809265137,731000
11/01/1996,3.75,3.8399999141693115,3.75,3.815000057220459,622000
11/04/1996,3.7049999237060547,3.8499999046325684,3.7049999237060547,3.8350000381469727,694000
11/05/1996,3.819999933242798,3.8499999046325684,3.7750000953674316,3.815000057220459,571000
11/06/1996,3.7950000762939453,3.825000047683716,3.7200000286102295,3.815000057220459,597000
11/07/1996,3.7899999618530273,3.825000047683716,3.7899999618530273,3.799999952316284,389000
11/08/1996,3.809999942779541,3.8399999141693115,3.799999952316284,3.815000057220459,244000
11/11/1996,3.869999885559082,3.9749999046325684,3.8499999046325684,3.9600000381469727,447000
11/12/1996,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,0
11/13/1996,3.924999952316284,4.0,3.9000000953674316,3.930000066757202,556000
11/14/1996,3.940000057220459,3.9549999237060547,3.880000114440918,3.9000000953674316,358000
11/15/1996,3.880000114440918,3.924999952316284,3.865000009536743,3.8949999809265137,222000
11/18/1996,3.9000000953674316,3.924999952316284,3.859999895095825,3.880000114440918,386000
11/19/1996,3.884999990463257,3.9000000953674316,3.799999952316284,3.825000047683716,532000
11/20/1996,3.7899999618530273,3.825000047683716,3.7750000953674316,3.805000066757202,379000
11/21/1996,3.8499999046325684,3.8499999046325684,3.7899999618530273,3.805000066757202,377000
11/22/1996,3.819999933242798,3.819999933242798,3.7950000762939453,3.805000066757202,340000
11/25/1996,3.7950000762939453,3.880000114440918,3.6050000190734863,3.805000066757202,1061000
11/26/1996,3.7899999618530273,3.825000047683716,3.7750000953674316,3.805000066757202,406000
11/27/1996,3.799999952316284,3.799999952316284,3.7149999141693115,3.7799999713897705,149000
11/28/1996,3.755000114440918,3.815000057220459,3.744999885559082,3.805000066757202,313000
11/29/1996,3.9000000953674316,3.9000000953674316,3.7799999713897705,3.799999952316284,144000
12/02/1996,3.799999952316284,3.809999942779541,3.765000104904175,3.799999952316284,248000
12/03/1996,3.7300000190734863,3.815000057220459,3.7300000190734863,3.809999942779541,580000
12/04/1996,3.7049999237060547,3.744999885559082,3.684999942779541,3.7149999141693115,355000
12/05/1996,3.700000047683716,3.7750000953674316,3.700000047683716,3.740000009536743,247000
12/06/1996,3.75,3.7899999618530273,3.7200000286102295,3.7300000190734863,155000
12/09/1996,3.740000009536743,3.7750000953674316,3.7049999237060547,3.7249999046325684,173000
12/10/1996,3.7049999237060547,3.755000114440918,3.700000047683716,3.734999895095825,385000
12/11/1996,3.75,3.799999952316284,3.740000009536743,3.7899999618530273,381000
12/12/1996,3.825000047683716,3.8299999237060547,3.7300000190734863,3.7750000953674316,413000
12/13/1996,3.7300000190734863,3.7899999618530273,3.7249999046325684,3.75,230000
12/16/1996,3.825000047683716,3.8399999141693115,3.755000114440918,3.815000057220459,526000
12/17/1996,3.805000066757202,3.9000000953674316,3.7850000858306885,3.884999990463257,636000
12/18/1996,3.950000047683716,3.950000047683716,3.8299999237060547,3.8499999046325684,318000
12/19/1996,3.8499999046325684,3.8949999809265137,3.799999952316284,3.825000047683716,246000
12/20/1996,3.805000066757202,3.8949999809265137,3.805000066757202,3.884999990463257,244000
12/23/1996,3.9000000953674316,3.930000066757202,3.8499999046325684,3.9200000762939453,423000
12/24/1996,3.924999952316284,3.994999885559082,3.865000009536743,3.9549999237060547,596000
12/25/1996,3.9549999237060547,3.9549999237060547,3.9549999237060547,3.9549999237060547,0
12/26/1996,4.0,4.179999828338623,3.9749999046325684,4.09499979019165,574000
12/27/1996,4.09499979019165,4.09499979019165,4.09499979019165,4.09499979019165,0
12/30/1996,4.09499979019165,4.09499979019165,4.09499979019165,4.09499979019165,0
12/31/1996,4.099999904632568,4.195000171661377,3.9000000953674316,3.9200000762939453,893000
01/01/1997,4.139999866485596,4.195000171661377,4.050000190734863,4.195000171661377,892000
01/02/1997,4.25,4.295000076293945,4.105000019073486,4.125,996000
01/03/1997,4.144999980926514,4.195000171661377,4.099999904632568,4.150000095367432,496000
01/06/1997,4.199999809265137,4.275000095367432,4.139999866485596,4.15500020980835,612000
01/07/1997,4.125,4.235000133514404,4.125,4.210000038146973,964000
01/08/1997,4.25,4.375,4.25,4.329999923706055,960000
01/09/1997,4.300000190734863,4.394999980926514,4.300000190734863,4.360000133514404,900000
01/10/1997,4.449999809265137,4.664999961853027,4.449999809265137,4.664999961853027,1495000
01/13/1997,4.855000019073486,4.855000019073486,4.550000190734863,4.614999771118164,1490000
01/14/1997,4.614999771118164,4.695000171661377,4.525000095367432,4.605000019073486,1658000
01/15/1997,4.650000095367432,4.929999828338623,4.650000095367432,4.929999828338623,3326000
01/16/1997,5.099999904632568,5.275000095367432,4.585000038146973,4.625,3445000
01/17/1997,4.375,4.824999809265137,4.375,4.619999885559082,2193000
01/20/1997,4.570000171661377,4.599999904632568,4.414999961853027,4.440000057220459,1152000
01/21/1997,4.440000057220459,4.440000057220459,4.224999904632568,4.295000076293945,2153000
01/22/1997,4.5,4.570000171661377,4.349999904632568,4.545000076293945,1472000
01/23/1997,4.545000076293945,4.545000076293945,4.545000076293945,4.545000076293945,0
01/24/1997,4.545000076293945,4.559999942779541,4.494999885559082,4.545000076293945,915000
01/27/1997,4.550000190734863,4.710000038146973,4.550000190734863,4.690000057220459,2722000
01/28/1997,4.690000057220459,4.900000095367432,4.650000095367432,4.869999885559082,2600000
01/29/1997,5.099999904632568,5.099999904632568,4.670000076293945,4.704999923706055,2714000
01/30/1997,4.704999923706055,4.75,4.610000133514404,4.71999979019165,1441000
01/31/1997,5.0,5.0,4.5,4.605000019073486,1780000
02/03/1997,4.514999866485596,4.525000095367432,4.409999847412109,4.465000152587891,1829000
02/04/1997,4.429999828338623,4.635000228881836,4.429999828338623,4.559999942779541,3357000
02/05/1997,4.739999771118164,4.75,4.590000152587891,4.599999904632568,1191000
02/06/1997,4.599999904632568,4.639999866485596,4.559999942779541,4.619999885559082,589000
02/07/1997,4.590000152587891,4.635000228881836,4.579999923706055,4.599999904632568,649000
02/10/1997,4.574999809265137,4.639999866485596,4.574999809265137,4.614999771118164,689000
02/11/1997,4.599999904632568,4.724999904632568,4.599999904632568,4.664999961853027,1291000
02/12/1997,4.699999809265137,4.744999885559082,4.650000095367432,4.730000019073486,1218000
02/13/1997,4.699999809265137,4.735000133514404,4.675000190734863,4.684999942779541,685000
02/14/1997,4.699999809265137,4.715000152587891,4.675000190734863,4.690000057220459,697000
02/17/1997,4.75,4.755000114440918,4.679999828338623,4.715000152587891,713000
02/18/1997,4.690000057220459,4.715000152587891,4.625,4.644999980926514,1045000
02/19/1997,4.664999961853027,4.699999809265137,4.650000095367432,4.695000171661377,689000
02/20/1997,4.690000057220459,4.690000057220459,4.599999904632568,4.605000019073486,739000
02/21/1997,4.59499979019165,4.644999980926514,4.400000095367432,4.565000057220459,819000
02/24/1997,4.514999866485596,4.590000152587891,4.414999961853027,4.460000038146973,757000
02/25/1997,4.409999847412109,4.489999771118164,4.380000114440918,4.449999809265137,930000
02/26/1997,4.414999961853027,4.519999980926514,4.414999961853027,4.505000114440918,580000
02/27/1997,4.510000228881836,4.699999809265137,4.510000228881836,4.679999828338623,1051000
02/28/1997,4.900000095367432,4.954999923706055,4.699999809265137,4.84499979019165,1567000
03/03/1997,5.224999904632568,5.550000190734863,5.184999942779541,5.304999828338623,5822000
03/04/1997,5.309999942779541,5.375,5.199999809265137,5.309999942779541,3289000
03/05/1997,5.5,5.679999828338623,5.449999809265137,5.5,5501000
03/06/1997,5.400000095367432,5.489999771118164,5.309999942779541,5.460000038146973,2469000
03/07/1997,5.460000038146973,5.460000038146973,5.460000038146973,5.460000038146973,0
03/10/1997,5.360000133514404,5.425000190734863,5.114999771118164,5.164999961853027,4684000
03/11/1997,5.150000095367432,5.300000190734863,5.010000228881836,5.065000057220459,3349000
03/12/1997,5.289999961853027,5.324999809265137,5.179999828338623,5.275000095367432,2118000
03/13/1997,5.289999961853027,5.324999809265137,5.130000114440918,5.175000190734863,952000
03/14/1997,5.125,5.199999809265137,5.070000171661377,5.164999961853027,1256000
03/17/1997,5.15500020980835,5.190000057220459,5.110000133514404,5.144999980926514,996000
03/18/1997,5.150000095367432,5.15500020980835,5.014999866485596,5.054999828338623,1791000
03/19/1997,5.130000114440918,5.164999961853027,4.940000057220459,4.960000038146973,919000
03/20/1997,4.909999847412109,4.994999885559082,4.875,4.940000057220459,696000
03/21/1997,4.994999885559082,5.03000020980835,4.90500020980835,4.929999828338623,632000
03/24/1997,4.929999828338623,4.929999828338623,4.929999828338623,4.929999828338623,0
03/25/1997,4.914999961853027,4.96999979019165,4.824999809265137,4.860000133514404,1130000
03/26/1997,4.949999809265137,5.0,4.875,4.989999771118164,727000
03/27/1997,4.989999771118164,5.025000095367432,4.920000076293945,5.0,605000
03/28/1997,5.0,5.0,5.0,5.0,0
03/31/1997,4.650000095367432,4.724999904632568,4.5,4.519999980926514,1259000
04/01/1997,4.5,4.670000076293945,4.349999904632568,4.644999980926514,1370000
04/02/1997,4.735000133514404,4.925000190734863,4.735000133514404,4.894999980926514,899000
